json_file_name;brand;brandtext;category;type;size;colors;season;pilling;condition;price;annotator;cut;pattern;trend;smell;stains;holes;damage;material;comment;usage;weight;Series;X;Y
labels_2023_02_09_06_04_36.json;Not in the list;Basic U;Ladies;Cardigan;L;['Blue'];None;5.0;5.0;100-150;13;['None'];None;None;None;None;None;;80% viscose, 20% nylon;test 93;Reuse;;;;
labels_2023_02_09_09_39_04.json;Not in the list;TOGETHER;Ladies;Top;40;['White'];Summer;5.0;3.0;50-100;13;['C-collar'];None;None;None;Minor;None;;100% viscose;test 14;Export;;;;
labels_2023_02_09_14_03_21.json;Not in the list;;Ladies;Blouse;40;['Multicolor', 'Black', 'Blue', 'Green', 'Orange', 'Pink', 'Brown', 'White', 'Turquoise', 'Yellow', 'Red'];Spring;5.0;5.0;50-100;22;['Regular', 'C-collar'];Geometric print;None;Major;None;None;;unknown;;Reuse;;;;
labels_2023_02_09_12_15_06.json;Oscar Of Sweden;;Men;Shirt;40;['White'];Spring;4.0;2.0;<50;22;['Regular'];None;None;Minor;Major;None;;100%cotton;;Export;;;;
labels_2023_02_09_12_57_40.json;Not in the list;No1;Ladies;Blouse;40;['Yellow', 'White'];Spring;5.0;5.0;50-100;22;['Regular', 'V-collar'];Floral print;None;Minor;None;None;;100%polyester;;Reuse;;;;
labels_2023_02_09_09_22_53.json;Cos;;Ladies;T-shirt;M ;['Black', 'White'];All;5.0;4.0;50-100;13;['C-collar'];Striped;None;None;Minor;None;;100% cotton;test 19;Export;;;;
labels_2023_02_09_13_39_04.json;Not in the list;;Men;T-shirt;M ;['Multicolor', 'Grey', 'Green', 'Brown', 'Beige', 'Pink', 'Black', 'White'];Summer;4.0;3.0;<50;22;['Regular', 'C-collar'];Other;None;None;Minor;None;;100%cotton;;Export;;;;
labels_2023_02_09_07_42_37.json;Not in the list;Sisters Point;Ladies;Cardigan;M ;['Red'];None;5.0;3.0;<50;13;['None'];None;None;None;None;Minor;pulled threads;100% acrylic;test 29;Export;;;;
labels_2023_02_09_12_32_25.json;Not in the list;;Men;Vest;None;['Beige'];Autumn;5.0;4.0;100-150;22;['Regular', 'V-collar'];Logo print;None;Minor;Minor;None;;100%cotton;;Reuse;;;;
labels_2023_02_09_13_56_22.json;Prêt;;Ladies;Skirt;None;['Beige', 'Grey'];Summer;5.0;5.0;50-100;22;['Regular'];Floral print;None;Minor;None;None;;100%viscose;;Reuse;;;;
labels_2023_02_09_06_12_04.json;Not in the list;The Shirt Factory;Ladies;Shirt;44;['White'];None;5.0;4.0;100-150;13;['None'];Embroidered;None;None;Minor;None;;100% cotton;test 91;Export;;;;
labels_2023_02_09_07_14_07.json;Not in the list;North Bend;Ladies;Training top;40;['Blue'];None;5.0;4.0;50-100;13;['C-collar'];None;Sports;None;None;None;pulled thread;90% polyester, 10% elastane;test 33;Export;;;;
labels_2023_02_09_09_48_43.json;Logg (H&M);;Ladies;Cardigan;S ;['Purple', 'Pink', 'Green', 'Multicolor'];None;5.0;5.0;100-150;13;['Regular'];None;None;None;None;None;;40% acrylic, 36% nylon, 24% mohair;test 15;Reuse;;;;
labels_2023_02_09_13_30_56.json;Not in the list;;Ladies;Cardigan;None;['Beige', 'Black'];Autumn;4.0;2.0;<50;22;['Regular'];Glitter;None;Major;None;Major;1;100%polyester;;Export;;;;
labels_2023_02_09_07_28_19.json;Missing;;Ladies;Top;None;['White', 'Blue', 'Black'];Summer;5.0;4.0;50-100;13;['Tight'];Striped;None;None;None;None;;not available;test 30;Reuse;;;;
labels_2023_02_09_06_51_30.json;Gina Tricot;;Ladies;Top;S ;['Black', 'Green', 'Pink', 'Multicolor'];All;5.0;4.0;<50;13;['V-collar'];Floral print;None;None;Minor;None;;95% polyester, 5% elastane;test 35;Export;;;;
labels_2023_02_09_13_36_35.json;Swedemount;;Men;Jacket;S ;['Blue'];Winter;4.0;3.0;50-100;22;['Regular'];Logo print;None;None;Minor;None;;100%cotton;;Export;;;;
labels_2023_02_09_06_08_04.json;Not in the list;Basic U;Ladies;Cardigan;M ;['Pink'];None;5.0;5.0;100-150;13;['C-collar'];None;None;None;None;None;;100% cotton;test 90;Reuse;;;;
labels_2023_02_09_13_53_02.json;Not in the list;CATHERINA HEPFER;Ladies;Shorts;36;['White', 'Purple', 'Multicolor', 'Red', 'Pink', 'Green', 'Beige', 'Turquoise'];Summer;5.0;5.0;50-100;22;['Regular'];Floral print;None;Minor;None;None;;80%viscose 20%linen;;Reuse;;;;
labels_2023_02_09_09_52_08.json;Bikbok;;Ladies;Top;S ;['Green'];None;5.0;4.0;50-100;13;['V-collar'];None;None;None;None;None;;95% viscose, 5% elastane;test 17;Reuse;;;;
labels_2023_02_09_09_14_40.json;Not in the list;Vero Moda;Ladies;Sweater;S ;['Blue', 'White'];All;3.0;5.0;50-100;13;['Turtle neck'];None;None;None;None;None;;not available;test 5;Export;;;;
labels_2023_02_09_07_46_01.json;Gant;;Ladies;T-shirt;S ;['Purple', 'Pink', 'White'];None;5.0;5.0;100-150;13;['None'];Striped;None;None;None;Minor;;65% cotton, 35% polyester;test 28;Reuse;;;;
labels_2023_02_09_09_25_36.json;Not in the list;Åhléns;Ladies;Sweater;S ;['Grey'];All;5.0;4.0;50-100;13;['C-collar'];None;None;None;Major;None;;not available;test 3;Export;;;;
labels_2023_02_09_08_04_35.json;Missing;Sheilay;Ladies;Sweater;M ;['White', 'Pink', 'Grey'];None;4.0;4.0;<50;13;['C-collar'];Floral print;None;None;None;None;;not available;test 7;Export;;;;
labels_2023_02_09_12_22_31.json;Not in the list;;Ladies;Jacket;None;['Multicolor', 'White', 'Black', 'Pink'];Spring;5.0;5.0;100-150;22;['Regular'];Logo print;None;Minor;None;None;;100%polyester;;Reuse;;;;
labels_2023_02_09_13_10_48.json;Not in the list;SCREEN STARS;Men;T-shirt;M ;['Multicolor', 'Black', 'White', 'Grey', 'Yellow', 'Orange', 'Brown'];Autumn;4.0;2.0;<50;22;['C-collar', 'Regular'];Other;None;Minor;Major;None;;100%cotton;;Export;;;;
labels_2023_02_09_14_07_52.json;Not in the list;;Ladies;Skirt;None;['White', 'Black'];Summer;5.0;4.0;<50;22;['Cropped'];Dots;None;Major;None;None;;100%polyester;;Export;;;;
labels_2023_02_09_06_31_57.json;Bikbok;;Ladies;T-shirt;L;['Yellow'];All;4.0;4.0;<50;13;['C-collar'];None;None;None;None;None;;96% viscose, 4% elastane;test 94;Export;;;;
labels_2023_02_09_14_06_11.json;Not in the list;;Ladies;Tank top ;None;['White'];Summer;5.0;2.0;<50;22;['Regular', 'V-collar'];None;None;Minor;Major;None;;100%polyester;;Export;;;;
labels_2023_02_09_06_35_49.json;Not in the list;Creem;Men;Shirt;M ;['Green'];All;5.0;4.0;50-100;13;['None'];None;None;None;None;None;;100% silk;test 95;Reuse;;;;
labels_2023_02_09_07_49_43.json;Not in the list;Shein;Ladies;Top;S ;['White'];None;3.0;3.0;<50;13;['V-collar'];None;None;None;None;Minor;;not available;test 27;Export;;;;
labels_2023_02_09_09_35_25.json;H&M;;Ladies;Shirt;34;['Blue', 'White'];All;5.0;5.0;100-150;13;['Regular'];None;None;None;None;None;;67% cotton, 30% polyamide, 3% elastane;test 13;Reuse;;;;
labels_2023_02_09_14_10_03.json;Not in the list;;Ladies;Skirt;40;['Brown'];Summer;4.0;4.0;<50;22;['Long'];None;None;Minor;None;None;;60%linen 40%viscose;;Export;;;;
labels_2023_02_09_08_44_42.json;Missing;;Ladies;Blazer;None;['Beige'];Summer;5.0;4.0;100-150;13;['Regular'];None;None;None;Minor;None;;100% linnen;test 6;Export;;;;
labels_2023_02_09_06_47_35.json;H&M;;Ladies;T-shirt;S ;['Grey'];All;3.0;5.0;<50;13;['C-collar'];None;None;None;None;None;;60% cotton, 35% polyester, 5% elastane;test 99;Export;;;;
labels_2023_02_09_06_28_16.json;Not in the list;Basic You;Ladies;Cardigan;L;['White'];All;5.0;4.0;50-100;13;['C-collar'];None;None;None;None;None;;100% cotton;test 100;Reuse;;;;
labels_2023_02_09_07_03_36.json;Not in the list;Basic U;Ladies;Tank top ;48;['Black'];All;3.0;3.0;<50;13;['Loose', 'C-collar'];None;None;None;Minor;None;;65% polyester,35% viscose;test 34;Export;;;;
labels_2023_02_09_07_06_51.json;Soc (Stadium);;Ladies;Training top;38;['Pink', 'Red'];All;5.0;3.0;<50;13;['C-collar', 'Tight'];None;None;None;Minor;Minor;;95% cotton, 5% elastane;test 37;Export;;;;
labels_2023_02_09_12_54_38.json;Not in the list;S.E.A.L;Ladies;Shirt;48;['Green'];Spring;5.0;5.0;50-100;22;['Regular'];None;None;Minor;None;None;;55%linen 45%cotton;;Reuse;;;;
labels_2023_02_09_08_31_10.json;Missing;;Ladies;Dress;None;['Blue', 'Multicolor'];None;5.0;4.0;<50;13;['Loose'];Striped;None;None;None;None;;not available;test 10;Reuse;;;;
labels_2023_02_09_09_31_56.json;Not in the list;Three Little Words.;Ladies;Sweater;S ;['Pink'];All;3.0;4.0;<50;13;['C-collar'];None;None;None;Minor;None;;60% acrylic, 40% cotton;test 2;Export;;;;
labels_2023_02_09_08_34_06.json;Not in the list;Rabalder;Ladies;Cardigan;XL;['White'];None;3.0;4.0;<50;13;['Regular'];None;None;None;Minor;None;;60% linne, 40% viskos;test 9;Export;;;;
labels_2023_02_09_13_49_30.json;Indiska;;Ladies;Dress;M ;['White', 'Yellow', 'Blue', 'Purple', 'Multicolor'];Summer;4.0;4.0;<50;22;['V-collar', 'Regular'];Floral print;None;Major;None;None;;100%cotton;;Export;;;;
labels_2023_02_09_08_18_11.json;Not in the list;Black Story;Ladies;Top;L;['Red'];None;3.0;5.0;<50;13;['C-collar'];None;None;None;None;None;;70% modal, 30% polyester;test 23;Export;;;;
labels_2023_02_09_08_12_22.json;Not in the list;PALME;Ladies;Dress;S ;['Black', 'Pink', 'Orange', 'Multicolor'];None;5.0;4.0;50-100;13;['V-collar'];Floral print;None;None;None;None;;97% polyester, 3% elastane;test 22;Reuse;;;;
labels_2023_02_09_09_56_14.json;Esprit;;Ladies;Top;38;['Green', 'Blue', 'Pink', 'Multicolor'];None;5.0;5.0;100-150;13;['C-collar'];Geometric print;None;None;None;None;;100% viscose;test 1;Reuse;;;;
labels_2023_02_09_06_56_18.json;Kappahl;;Ladies;Top;None;['Green', 'Pink', 'Yellow'];All;5.0;4.0;<50;13;['Loose'];Floral print;None;None;None;None;Pulled thread;100% viscose;test 39;Export;;;;
labels_2023_02_09_09_28_26.json;Not in the list;Wera;Ladies;Top;M ;['Beige'];All;5.0;4.0;<50;13;['Tight'];None;None;None;None;None;;95% cotton, 5% elastane;test 18;Export;;;;
labels_2023_02_09_13_00_27.json;Not in the list;åhléns;Ladies;Dress;42;['Yellow'];Summer;4.0;4.0;50-100;22;['C-collar', 'Long', 'Loose'];None;None;Minor;None;None;;100%cotton;;Export;;;;
labels_2023_02_09_07_36_07.json;Not in the list;L.Brador;Unisex;Hoodie;L;['Black'];None;5.0;4.0;50-100;13;['Regular'];None;None;None;None;None;;65% cotton, 35% polyester;test 31;Export;;;;
labels_2023_02_09_12_18_27.json;Not in the list;;Ladies;Shirt;None;['White', 'Brown'];Spring;4.0;3.0;<50;22;['Regular'];Striped;None;None;Major;None;;100%cotton;;Export;;;;
labels_2023_02_09_08_08_15.json;Me & I;;Ladies;Top;XL;['Black'];None;5.0;4.0;<50;13;['C-collar'];None;None;None;Minor;None;;100% cotton;test 21;Export;;;;
labels_2023_02_09_13_33_03.json;Not in the list;PETER HAHN;Ladies;Tank top ;48;['White'];Summer;5.0;5.0;50-100;22;['Regular', 'C-collar'];None;None;None;None;None;;100%silk;;Reuse;;;;
labels_2023_02_09_09_43_38.json;Nike;;Ladies;Tank top ;L;['White', 'Black'];None;5.0;4.0;<50;13;['C-collar'];None;None;None;Minor;None;;100% cotton;test 16;Export;;;;
labels_2023_02_09_06_44_18.json;Not in the list;Asilk;Ladies;Pajamas;L;['Brown', 'Yellow'];All;5.0;5.0;50-100;13;['None'];Animal print;None;None;None;None;;100% silk;test 96;Reuse;;;;
labels_2023_02_09_12_27_26.json;Not in the list;PRODOTTI;Ladies;Trousers;None;['Black'];Autumn;4.0;3.0;50-100;22;['Loose'];None;None;Major;Major;None;;60%cotton 40%viscose ;;Export;;;;
labels_2023_02_09_13_04_48.json;Not in the list;Juliette;Ladies;Dress;46;['Blue'];Summer;4.0;1.0;<50;22;['Long', 'V-collar'];None;None;None;Minor;Major;19;100%cotton;;Export;;;;
labels_2023_02_09_07_21_04.json;H&M;;Ladies;Dress;XS;['Black', 'White'];None;5.0;4.0;50-100;13;['C-collar'];Striped;None;None;None;None;;100% cotton;test 32;Reuse;;;;
labels_2023_02_09_09_19_11.json;Not in the list;Broadway (NYC Fashion);Ladies;Shirt;XS;['Beige', 'Black'];All;5.0;4.0;50-100;13;['Regular'];Animal print;None;None;None;None;pulled thread;not available;test 4;Export;;;;
labels_2023_02_09_13_44_14.json;Inwear;;Men;Trousers;40;['Grey'];Autumn;5.0;4.0;100-150;22;['Regular'];None;None;None;Minor;None;;88%polyester 12%elastane;;Export;;;;
labels_2023_02_09_06_59_38.json;Mywear (Ica);;Ladies;Night gown;L;['Pink', 'Green'];All;5.0;4.0;50-100;13;['Loose', 'C-collar'];Floral print;None;None;None;None;;95% cotton, 5% elastane;test 36;Reuse;;;;
labels_2023_02_09_07_55_31.json;Missing;;Ladies;T-shirt;None;['Pink'];None;5.0;4.0;<50;13;['C-collar'];None;None;None;None;None;;not available;test 25;Export;;;;
labels_2023_02_09_07_53_11.json;Alice Bizous (Joy);;Ladies;Sweater;L;['White', 'Pink', 'Green', 'Multicolor'];None;5.0;4.0;50-100;13;['V-collar'];Other;None;None;None;None;;100% cotton;test 26;Reuse;;;;
labels_2023_02_09_06_39_30.json;H&M;;Ladies;T-shirt;XS;['White'];All;4.0;3.0;<50;13;['V-collar'];None;None;None;Minor;None;;60% cotton, 40% polyester;test 97;Export;;;;
labels_2023_02_09_08_47_26.json;Indiska;;Ladies;Top;M ;['Pink'];Summer;5.0;5.0;100-150;13;['V-collar'];None;None;None;Minor;None;;100% viskos;test 12;Reuse;;;;
labels_2023_02_09_07_10_12.json;Not in the list;Åhléns;Ladies;Top;S ;['Black', 'Yellow'];Summer;5.0;4.0;<50;13;['None'];Dots;None;None;Minor;None;;100% cotton;test 38;Export;;;;
labels_2023_02_09_08_41_29.json;Kappahl;;Ladies;Top;None;['Beige'];Summer;5.0;5.0;50-100;13;['Cropped'];None;None;None;None;None;;95% polyester, 5% elastane;test 20;Reuse;;;;
labels_2023_02_09_13_07_57.json;Not in the list;åhléns;Ladies;Dress;46;['Multicolor', 'Yellow', 'Brown', 'Pink', 'Orange', 'Green', 'Blue', 'Turquoise', 'Red'];Summer;5.0;2.0;<50;22;['C-collar', 'Regular'];Floral print;None;None;None;None;1;100%polyester;;Export;;;;
labels_2023_02_17_08_34_26.json;Tretorn;;Children;Rain trousers;122;['Red'];All;5.0;3.0;50-100;13;['Regular'];None;None;None;Major;None;;54% polyester, 46% acrylic;;Export;;;;
labels_2023_02_17_09_43_21.json;Not in the list;;Men;Shirt;XL;['Multicolor', 'Red', 'Grey', 'Blue', 'Beige'];Autumn;4.0;2.0;<50;22;['Regular'];Checkered print;None;None;Major;None;;100%cotton;;Export;;;;
labels_2023_02_17_08_18_09.json;Missing;;Ladies;Tank top ;S ;['Black'];None;4.0;4.0;<50;13;['C-collar'];None;None;None;Minor;None;;100% polyester;;Export;;;;
labels_2023_02_17_10_20_09.json;Not in the list;;Children;Trousers;None;['Red', 'White'];Winter;4.0;4.0;<50;22;['Regular'];None;None;None;None;None;;100%cotton;;Export;;;;
labels_2023_02_17_10_17_57.json;Not in the list;JACKS;Men;Sweater;XL;['Multicolor', 'White', 'Grey', 'Black', 'Beige'];Autumn;5.0;5.0;100-150;22;['Regular'];Other;None;None;None;None;;100%cotton;;Reuse;;;;
labels_2023_02_17_08_36_44.json;Mywear (Ica);;Children;Rain trousers;122;['Green'];All;5.0;3.0;<50;13;['Regular'];None;None;None;Major;None;;52% polyester, 48% acrylic;;Export;;;;
labels_2023_02_17_09_32_11.json;Logg (H&M);;Men;Sweater;M ;['Grey'];Autumn;5.0;5.0;50-100;22;['Regular', 'C-collar'];None;None;None;None;None;;100%cotton;;Reuse;;;;
labels_2023_02_17_07_54_45.json;Not in the list;Reina;Ladies;Training top;None;['Black', 'White'];None;5.0;5.0;50-100;13;['C-collar'];None;Sports;None;None;None;;100% nylon;;Reuse;;;;
labels_2023_02_17_07_23_53.json;Not in the list;Åhléns;Children;Shirt;134;['Blue'];All;5.0;5.0;50-100;13;['Regular'];None;None;None;None;None;;100% cotton;;Reuse;;;;
labels_2023_02_17_10_11_45.json;Not in the list;;Men;T-shirt;M ;['Blue'];Autumn;3.0;2.0;<50;22;['Regular', 'C-collar'];None;None;None;Minor;Minor;3;100%cotton;;Export;;;;
labels_2023_02_17_07_27_01.json;Not in the list;uniq young;Children;Jeans;146;['Blue'];All;5.0;4.0;50-100;13;['None'];Embroidered;None;None;None;None;;100% cotton;;Reuse;;;;
labels_2023_02_17_08_01_58.json;Missing;;Ladies;Sweater;None;['Yellow'];Spring;3.0;4.0;<50;13;['C-collar'];None;None;None;None;None;;53% cotton, 47% polyester;;Export;;;;
labels_2023_02_17_10_18_02.json;Not in the list;JACKS;Men;Sweater;XL;['Multicolor', 'White', 'Grey', 'Black', 'Beige'];Autumn;5.0;5.0;100-150;22;['Regular', 'Turtle neck'];Other;None;None;None;None;;100%cotton;;Reuse;;;;
labels_2023_02_17_08_04_51.json;Mywear (Ica);;Ladies;Tights;XL;['Black'];None;5.0;5.0;50-100;13;['None'];None;None;None;None;None;;100% polyester;;Reuse;;;;
labels_2023_02_17_08_51_43.json;Lager 157;;Ladies;Jacket;XL;['Black'];All;5.0;4.0;50-100;13;['Regular'];None;None;None;None;None;;80% polyester, 10% wool, 10% viscose;;Reuse;;;;
labels_2023_02_17_08_27_43.json;Not in the list;QED London;Ladies;Dress;XL;['Blue', 'Pink', 'White', 'Multicolor'];Summer;5.0;3.0;50-100;13;['V-collar'];Floral print;None;None;None;None;pulled threads;100% viscose;;Export;;;;
labels_2023_02_17_07_14_58.json;H&M;;Children;Trousers;146;['Blue'];All;5.0;4.0;50-100;13;['None'];None;None;None;Minor;None;;100% cotton;;Reuse;;;;
labels_2023_02_17_08_22_38.json;Gudrun Sjödén;;Ladies;Dress;XL;['Blue'];Summer;5.0;3.0;50-100;13;['None'];Embroidered;None;None;Major;None;;100% cotton;;Export;;;;
labels_2023_02_17_10_15_52.json;Mywear (Ica);;Men;T-shirt;XL;['Grey'];Autumn;3.0;2.0;<50;22;['Regular', 'C-collar'];None;None;None;Major;None;;100%cotton;;Export;;;;
labels_2023_02_17_07_47_59.json;Missing;;Ladies;Dress;None;['Blue', 'Purple', 'Black', 'Multicolor'];None;5.0;3.0;<50;13;['V-collar', 'Loose'];Other;None;None;None;None;;100% cotton;;Export;;;;
labels_2023_02_17_08_08_17.json;Missing;;Ladies;Top;None;['Black', 'White'];None;5.0;3.0;<50;13;['C-collar'];Striped;None;None;None;None;;100% cotton;;Export;;;;
labels_2023_02_17_07_40_47.json;Indiska;;Ladies;Tunic;XL;['White', 'Black', 'Green'];None;5.0;3.0;<50;13;['C-collar'];Floral print;None;None;None;None;;100% cotton;;Export;;;;
labels_2023_02_17_10_06_23.json;Not in the list;gazzi;Men;T-shirt;XL;['Blue'];Autumn;4.0;2.0;<50;22;['Regular', 'C-collar'];None;None;None;Major;None;;100%cotton;;Export;;;;
labels_2023_02_17_07_30_44.json;Missing;;Ladies;Skirt;XL;['White'];Summer;5.0;4.0;<50;13;['None'];Embroidered;None;None;Minor;None;;100% cotton;;Export;;;;
labels_2023_02_17_10_10_36.json;Mywear (Ica);;Men;T-shirt;L;['Blue'];Autumn;3.0;2.0;<50;22;['Regular', 'C-collar'];None;None;None;Major;None;;100%cotton;;Export;;;;
labels_2023_02_17_10_08_58.json;Only;;Ladies;Blouse;M ;['Grey', 'White'];Spring;4.0;4.0;<50;22;['Regular'];None;None;None;None;None;;50%cotton 50%polyester;;Export;;;;
labels_2023_02_17_07_20_05.json;Not in the list;Brevis;Children;Shirt;92;['Blue', 'White', 'Red'];All;5.0;5.0;50-100;13;['Regular'];Striped;None;None;None;None;;100% cotton;really size 90 but that wasnt available.;Reuse;;;;
labels_2023_02_17_07_06_33.json;Dressman;;Men;Sweater;S ;['Orange'];All;3.0;3.0;<50;13;['Regular', 'C-collar'];None;None;None;None;None;;100% cotton;;Export;;;;
labels_2023_02_17_07_58_35.json;Not in the list;Generous (by Lindex);Ladies;Top;XL;['White', 'Blue'];None;5.0;3.0;50-100;13;['C-collar'];Striped;None;None;Minor;None;;100% cotton;;Export;;;;
labels_2023_02_17_09_59_22.json;Levi'S;;Ladies;Blouse;L;['Blue', 'White'];Spring;5.0;5.0;50-100;22;['Regular'];Striped;None;None;None;None;;100%cotton;;Reuse;;;;
labels_2023_02_17_08_31_49.json;Tretorn;;Children;Rain jacket;122;['Red'];All;5.0;3.0;50-100;13;['Regular'];None;None;None;Major;None;;56% polyester, 44% acrylic;;Export;;;;
labels_2023_02_17_10_03_33.json;Not in the list;Plaza;Men;T-shirt;XL;['Blue'];Autumn;4.0;2.0;<50;22;['Regular', 'C-collar'];None;None;None;Major;None;;100%cotton;;Export;;;;
labels_2023_02_17_07_02_36.json;Helly Hansen;;Unisex;Jacket;40;['Blue'];All;5.0;2.0;<50;13;['Regular'];None;None;None;None;None;;100% nylon;the zipper is too wobbly;Export;;;;
labels_2023_02_17_09_29_46.json;Not in the list;;Ladies;Blouse;None;['Black', 'White'];Spring;4.0;4.0;<50;22;['Regular', 'C-collar'];Animal print;None;None;None;None;;96%viscose 4%elastane;;Export;;;;
labels_2023_02_17_10_01_41.json;Fix (Lindex);;Children;Trousers;62;['Red'];Spring;5.0;5.0;50-100;22;['Regular'];Logo print;None;None;None;None;;100%cotton;;Reuse;;;;
labels_2023_02_17_08_14_27.json;Mywear (Ica);;Children;Outerwear;122;['Black'];None;5.0;3.0;<50;13;['None'];None;None;None;Major;None;;100% polyester;Scanner couldn't actually read the material. Went by the tag attached to the garment.;Export;;;;
labels_2023_02_17_10_15_43.json;Not in the list;Plaza;Men;T-shirt;XL;['Grey'];Autumn;3.0;2.0;<50;22;['Regular', 'C-collar'];None;None;None;Major;None;;100%cotton;;Export;;;;
labels_2023_02_17_10_13_07.json;Not in the list;Plaza;Men;T-shirt;XL;['Grey'];Autumn;3.0;2.0;<50;22;['Regular', 'C-collar'];None;None;None;Major;None;;100%cotton;;Export;;;;
labels_2023_02_17_07_43_40.json;Not in the list;Marine Sweden;Ladies;Tank top ;XL;['Pink', 'Blue'];Summer;3.0;3.0;<50;13;['C-collar', 'Regular'];Striped;None;None;None;None;;64% polyester, 36% cotton;;Export;;;;
labels_2023_02_17_07_37_16.json;Kappahl;;Children;Sweater;134;['White', 'Grey', 'Black'];All;5.0;3.0;<50;13;['C-collar'];None;None;None;Major;None;;83% cotton, 17% polyester;;Export;;;;
labels_2023_02_17_08_39_46.json;Mywear (Ica);;Children;Rain trousers;122;['Green'];All;5.0;3.0;<50;13;['Regular'];None;None;None;Major;None;;52% polyester, 48% acrylic;;Export;;;;
labels_2023_02_02_09_26_44.json;Lindex;;Ladies;T-shirt;L;['Grey'];None;5.0;4.0;50-100;13;['C-collar', 'Regular'];None;None;None;None;None;;100% lyocell;Test 54;Reuse;;;;
labels_2023_02_02_07_46_52.json;Lindex;;Ladies;T-shirt;XXL;['Grey'];None;5.0;4.0;50-100;13;['Loose'];None;None;None;Major;None;;55% lyocell, 45% viscose;Test 49;Recycle;;;;
labels_2023_02_02_09_34_13.json;Missing;;Ladies;Sweater;None;['Black'];None;3.0;3.0;50-100;13;['C-collar'];None;None;None;Minor;None;;69% viscose, 31% polyamid;Test 41;Export;;;;
labels_2023_02_02_09_47_01.json;Not in the list;2nd Day;Ladies;Blazer;38;['Beige'];All;5.0;4.0;100-150;13;['Regular'];None;None;None;None;None;;60% polyester, 30% wool, 10% rayon, lining: 100% acetate;Test 52;Reuse;;;;
labels_2023_02_02_08_30_42.json;Esprit;;Ladies;Top;S ;['Black'];None;5.0;2.0;50-100;13;['V-collar', 'Regular'];None;None;None;None;None;;100% cotton;Test 55;Reuse;;;;
labels_2023_02_02_10_26_40.json;H&M;;Ladies;Shirt;36;['Beige'];All;5.0;5.0;100-150;13;['Regular'];None;None;None;None;None;;100% polyester;Test 86;Reuse;;;;
labels_2023_02_02_09_42_38.json;H&M;;Ladies;Dress;S ;['Beige'];All;5.0;2.0;<50;13;['Turtle neck'];None;None;None;None;Minor;;90% acrylic, 10% mohair;Test 79;Export;;;;
labels_2023_02_02_10_05_55.json;Not in the list;Tommy Hilfiger;Ladies;Dress;L;['Black', 'White'];All;5.0;3.0;50-100;13;['C-collar'];Striped;None;None;Minor;None;;68% viscose, 27% polyamide, 5% elastane;Test 89;Export;;;;
labels_2023_02_02_08_00_19.json;Zara;;Ladies;T-shirt;S ;['Black'];None;5.0;2.0;<50;13;['C-collar'];None;None;None;Minor;None;;100% cotton;Test 60;Export;;;;
labels_2023_02_02_09_58_03.json;Not in the list;IZCO;Ladies;Cardigan;None;['Black'];All;5.0;2.0;<50;13;['Regular'];None;None;None;None;None;;100% cotton;Test 78;Recycle;;;;
labels_2023_02_02_11_02_49.json;H&M;;Ladies;Shirt;40;['Black', 'Beige'];All;5.0;4.0;100-150;13;['Regular'];Other;None;None;None;None;;100% polyester;Test 77;Reuse;;;;
labels_2023_02_02_08_44_24.json;Fbsisters (New Yorker);;Ladies;T-shirt;L;['White'];None;5.0;3.0;<50;13;['C-collar', 'Cropped'];None;None;None;Minor;None;;100% cotton;Test 42;Export;;;;
labels_2023_02_02_10_49_28.json;Kappahl;;Ladies;Blouse;M ;['White', 'Black', 'Red'];All;5.0;5.0;50-100;13;['C-collar'];Other;None;None;None;None;;100% polyester;Test 81;Reuse;;;;
labels_2023_02_02_07_34_24.json;Not in the list;Vero Moda;Ladies;T-shirt;M ;['Purple'];None;5.0;3.0;50-100;13;['C-collar'];None;None;None;Minor;None;;92% polyester, 8% elastane;Test 65;Export;;;;
labels_2023_02_02_07_28_01.json;Missing;;Ladies;Dress;None;['Black', 'White', 'Brown'];All;5.0;4.0;50-100;13;['C-collar'];Other;None;None;None;None;;Not available;Test 68;Reuse;;;;
labels_2023_02_02_07_54_22.json;Not in the list;Miss Ewing;Ladies;T-shirt;XL;['Black', 'Brown'];None;5.0;2.0;<50;13;['C-collar'];Animal print;None;None;None;None;;100% cotton;Test 62;Export;;;;
labels_2023_02_02_10_54_19.json;Not in the list;Tendency;Ladies;Top;48;['White', 'Black', 'Brown'];All;5.0;5.0;100-150;13;['V-collar'];Animal print;None;None;None;None;;Not available;Test 80;Reuse;;;;
labels_2023_02_02_07_24_52.json;Cream;;Ladies;Top;L;['Yellow'];None;5.0;5.0;100-150;13;['V-collar'];None;None;None;None;None;;92% cotton, 8% elastane;Test 67;Reuse;;;;
labels_2023_02_02_09_54_18.json;Missing;;Ladies;Top;None;['Black'];All;5.0;3.0;<50;13;['Tight'];None;None;None;None;None;;Not available;Test 50;Reuse;;;;
labels_2023_02_02_11_10_48.json;Not in the list;E (Energetics body and soul);Ladies;Training top;M ;['Green'];All;5.0;4.0;50-100;13;['Tight', 'C-collar'];Other;None;None;None;None;;100% polyester;Test 75;Reuse;;;;
labels_2023_02_02_11_17_02.json;Filippa K;;Ladies;Top;XL;['Black'];All;5.0;4.0;100-150;13;['V-collar', 'Tight'];None;None;None;Minor;None;;100% cotton;Test 71;Reuse;;;;
